opening_eco,opening_name,avg_rating_delta,w_win_rate,b_win_rate,n_games_played,avg_white_rating,avg_black_rating
A80,Queen's Pawn Game: Veresov Attack |  Dutch System,155.0,0.0,100.0,1,1712.0,1867.0
A81,Dutch Defense: Fianchetto Attack,141.0,0.0,100.0,2,1736.0,1877.0
A81,Dutch Defense: Semi-Leningrad Variation,14.0,100.0,0.0,1,1918.0,1904.0
A82,Dutch Defense: Staunton Gambit Accepted,-234.0,0.0,100.0,2,1977.5,1743.5
A83,Dutch Defense: Staunton Gambit,-75.0,100.0,0.0,1,1500.0,1575.0
A83,Dutch Defense: Staunton Gambit |  Nimzowitsch Variation,249.0,0.0,100.0,1,1809.0,2058.0
A84,Dutch Defense,18.75,25.0,75.0,8,1735.0,1724.25
A84,Dutch Defense: Classical Variation,-44.0,100.0,0.0,1,1917.0,1961.0
A84,Dutch Defense: Normal Variation,85.5,33.333333333333336,66.66666666666667,6,1825.3333333333333,1810.1666666666667
A84,Dutch Defense: Rubinstein Variation,122.0,80.0,20.0,5,2047.8,1915.0
A85,Dutch Defense: Queen's Knight Variation,93.8,52.0,48.0,25,1772.92,1764.08
A89,Dutch Defense: Leningrad Variation |  Matulovic Variation,-17.0,0.0,100.0,1,1813.0,1796.0
A91,Dutch Defense: Classical Variation,461.0,100.0,0.0,1,2233.0,1772.0
A97,Dutch Defense: Ilyin-Zhenevsky |  Winter Variation,359.0,100.0,0.0,1,2440.0,2081.0
A99,Dutch Defense: Classical Variation |  Ilyin-Zhenevsky Variation |  Modern Main Line,158.0,100.0,0.0,1,2217.0,2059.0
B00,Barnes Defense,142.21428571428572,71.42857142857143,28.571428571428573,14,1553.2142857142858,1377.4285714285713
B00,Borg Defense,94.0,33.333333333333336,66.66666666666667,6,1416.5,1484.1666666666667
B00,Borg Defense: Borg Gambit,139.0,100.0,0.0,1,1872.0,1733.0
B00,Caro-Kann Defense: Hillbilly Attack,109.58823529411765,50.0,50.0,34,1509.7058823529412,1510.1176470588234
B00,Carr Defense,-96.0,100.0,0.0,1,1686.0,1782.0
B00,Duras Gambit,-3.5,83.33333333333333,16.666666666666668,6,1519.8333333333333,1510.3333333333333
B00,Goldsmith Defense,67.72727272727273,63.63636363636363,36.36363636363637,11,1357.7272727272727,1292.909090909091
B00,Goldsmith Defense: Picklepuss Defense,-239.0,0.0,100.0,1,1147.0,908.0
B00,Guatemala Defense,234.75,100.0,0.0,4,1624.5,1389.75
B00,Hippopotamus Defense #2,269.0,75.0,25.0,4,1342.25,1295.75
B00,King's Pawn,141.9,90.0,10.0,10,1463.4,1353.5
B00,King's Pawn Game: Nimzowitsch Defense,163.88888888888889,59.25925925925926,40.74074074074074,27,1459.6666666666667,1376.0740740740741
B00,Lemming Defense,270.3333333333333,100.0,0.0,3,1590.3333333333333,1320.0
B00,Nimzowitsch Defense,131.5483870967742,74.19354838709677,25.806451612903224,31,1476.1290322580646,1357.9354838709678
B00,Nimzowitsch Defense |  Declined Variation,34.07692307692308,46.15384615384615,53.84615384615385,13,1669.3076923076924,1545.8461538461538
B00,Nimzowitsch Defense: Breyer Variation,-45.0,100.0,0.0,3,1471.0,1516.0
B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,158.88235294117646,76.47058823529412,23.529411764705884,17,1462.4705882352941,1343.4705882352941
B00,Nimzowitsch Defense: French Connection,395.0,50.0,50.0,2,1362.5,1317.5
B00,Nimzowitsch Defense: Kennedy Variation,1.6666666666666667,33.333333333333336,66.66666666666667,3,1269.0,1277.3333333333333
B00,Nimzowitsch Defense: Kennedy Variation |  Keres Attack,312.0,50.0,50.0,2,1623.0,1343.0
B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,48.5,61.111111111111114,38.888888888888886,36,1572.75,1538.361111111111
B00,Nimzowitsch Defense: Kennedy Variation |  Paulsen Attack,28.0,100.0,0.0,3,1343.6666666666667,1315.6666666666667
B00,Nimzowitsch Defense: Kennedy Variation |  de Smet Gambit,219.5,75.0,25.0,4,1700.0,1420.5
B00,Nimzowitsch Defense: Lean Variation,-3.0,100.0,0.0,1,1944.0,1947.0
B00,Nimzowitsch Defense: Lean Variation |  Colorado Counter Accepted,-22.75,75.0,25.0,4,1533.0,1577.75
B00,Nimzowitsch Defense: Mikenas Variation,36.5,50.0,50.0,6,1539.6666666666667,1537.1666666666667
B00,Nimzowitsch Defense: Pseudo-Spanish Variation,-42.0,50.0,50.0,4,1387.0,1390.0
B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,84.61904761904762,80.95238095238095,19.047619047619047,21,1562.1904761904761,1485.7619047619048
B00,Nimzowitsch Defense: Scandinavian Variation |  Bogoljubov Variation,77.0,66.66666666666667,33.333333333333336,6,1343.5,1374.1666666666667
B00,Nimzowitsch Defense: Scandinavian Variation |  Bogoljubov Variation |  Vehre Variation,-262.0,0.0,100.0,1,1678.0,1416.0
B00,Nimzowitsch Defense: Scandinavian Variation |  Exchange Variation,-29.25,87.5,12.5,8,1666.5,1658.0
B00,Nimzowitsch Defense: Williams Variation,-62.666666666666664,55.55555555555556,44.44444444444444,9,1504.2222222222222,1574.2222222222222
B00,Owen Defense,87.04587155963303,47.706422018348626,52.293577981651374,109,1595.7981651376147,1557.1926605504586
B00,St. George Defense,156.39285714285714,64.28571428571429,35.714285714285715,28,1596.7142857142858,1461.6785714285713
B00,St. George Defense: Woodchuck Variation,147.0,100.0,0.0,1,1234.0,1087.0
B00,St. George Defense: Zilbermints Gambit,38.0,0.0,100.0,1,1531.0,1569.0
B00,Ware Defense,33.888888888888886,66.66666666666667,33.333333333333336,9,1530.3333333333333,1510.0
B01,Scandinavian Defense,107.24431818181819,45.45454545454545,54.54545454545455,176,1360.875,1387.346590909091
B01,Scandinavian Defense: 2.b3,89.0,0.0,100.0,1,1141.0,1230.0
B01,Scandinavian Defense: Anderssen Counterattack,297.0,100.0,0.0,1,1580.0,1283.0
B01,Scandinavian Defense: Anderssen Counterattack |  Collijn Variation,-63.0,100.0,0.0,1,1997.0,2060.0
B01,Scandinavian Defense: Blackburne Gambit,53.72727272727273,36.36363636363637,63.63636363636363,11,1467.909090909091,1497.4545454545455
B01,Scandinavian Defense: Blackburne-Kloosterboer Gambit,-94.0,20.0,80.0,5,1605.0,1558.2
B01,Scandinavian Defense: Boehnke Gambit,152.0,0.0,100.0,4,1402.5,1554.5
B01,Scandinavian Defense: Classical Variation,-59.5,50.0,50.0,2,1991.0,1933.5
B01,Scandinavian Defense: Gubinsky-Melts Defense,-10.142857142857142,57.142857142857146,42.857142857142854,7,1534.142857142857,1585.7142857142858
B01,Scandinavian Defense: Icelandic-Palme Gambit,42.1875,12.5,87.5,16,1816.75,1880.4375
B01,Scandinavian Defense: Kiel Variation,-56.5,50.0,50.0,2,1746.0,1986.5
B01,Scandinavian Defense: Main Line,81.73584905660377,62.264150943396224,37.735849056603776,53,1613.2641509433963,1645.6037735849056
B01,Scandinavian Defense: Main Line |  Leonhardt Gambit,1.5,50.0,50.0,2,2124.0,2115.5
B01,Scandinavian Defense: Main Line |  Mieses Variation,167.125,50.0,50.0,8,1736.75,1609.625
B01,Scandinavian Defense: Marshall Variation,-62.5,25.0,75.0,4,1852.75,1755.75
B01,Scandinavian Defense: Mieses-Kotroc Variation,90.29702970297029,63.86138613861386,36.13861386138614,202,1538.1138613861385,1484.6386138613861
B01,Scandinavian Defense: Modern Variation,188.0,0.0,100.0,2,1622.0,1810.0
B01,Scandinavian Defense: Modern Variation #2,81.3695652173913,47.82608695652174,52.17391304347826,46,1695.4782608695652,1698.8478260869565
B01,Scandinavian Defense: Modern Variation |  Gipslis Variation,125.5,100.0,0.0,4,2017.0,1891.5
B01,Scandinavian Defense: Panov Transfer,-5.909090909090909,0.0,100.0,11,1771.0,1765.090909090909
B01,Scandinavian Defense: Portuguese Variation,17.0,25.0,75.0,4,1864.25,1981.25
B01,Scandinavian Defense: Richter Variation,-22.0,100.0,0.0,1,2013.0,2035.0
B02,Alekhine Defense,173.06896551724137,48.275862068965516,51.724137931034484,29,1403.3103448275863,1315.896551724138
B02,Alekhine Defense: Brooklyn Variation,139.5,100.0,0.0,2,1406.5,1267.0
B02,Alekhine Defense: John Tracy Gambit,332.25,50.0,50.0,4,1485.25,1500.0
B02,Alekhine Defense: Krejcik Variation,-36.0,50.0,50.0,2,1488.0,1350.0
B02,Alekhine Defense: Maroczy Variation,130.21428571428572,50.0,50.0,14,1428.7857142857142,1493.5714285714287
B02,Alekhine Defense: Mokele Mbembe,131.57142857142858,71.42857142857143,28.571428571428573,7,1354.7142857142858,1247.142857142857
B02,Alekhine Defense: Mokele Mbembe |  Vavra Defense,238.25,100.0,0.0,4,1550.0,1311.75
B02,Alekhine Defense: Normal Variation,182.1818181818182,45.45454545454545,54.54545454545455,11,1463.6363636363637,1435.6363636363637
B02,Alekhine Defense: Saemisch Attack,-23.0,66.66666666666667,33.333333333333336,3,1396.0,1425.0
B02,Alekhine Defense: Scandinavian Variation,45.04347826086956,39.130434782608695,60.869565217391305,23,1538.391304347826,1537.0
B02,Alekhine Defense: Scandinavian Variation |  Geschev Gambit,-24.333333333333332,100.0,0.0,3,1668.3333333333333,1692.6666666666667
B02,Alekhine Defense: Steiner Variation,139.0,0.0,100.0,1,1501.0,1640.0
B02,Alekhine Defense: The Squirrel,500.0,100.0,0.0,1,1630.0,1130.0
B02,Alekhine Defense: Two Pawn Attack,93.38461538461539,53.84615384615385,46.15384615384615,13,1663.076923076923,1651.3846153846155
B02,Alekhine Defense: Two Pawn Attack |  Lasker Variation,-2.0,50.0,50.0,2,1332.0,1372.0
B03,Alekhine Defense,179.14285714285714,57.142857142857146,42.857142857142854,7,1720.0,1692.5714285714287
B03,Alekhine Defense #2,-51.0,50.0,50.0,2,1375.5,1277.5
B03,Alekhine Defense #3,143.0,0.0,100.0,1,1414.0,1557.0
B03,Alekhine Defense: Balogh Variation,547.0,0.0,100.0,1,1586.0,2133.0
B03,Alekhine Defense: Exchange Variation,-27.25,75.0,25.0,4,1918.0,1918.25
B03,Alekhine Defense: Four Pawns Attack,458.5,50.0,50.0,2,1808.5,1608.0
B03,Alekhine Defense: Four Pawns Attack |  6...Nc6,53.0,100.0,0.0,1,1879.0,1826.0
B03,Alekhine Defense: Four Pawns Attack |  Main Line,-227.0,100.0,0.0,1,1797.0,2024.0
B03,Alekhine Defense: Four Pawns Attack |  Trifunovic Variation,-33.0,100.0,0.0,2,1732.5,1765.5
B04,Alekhine Defense: Modern Variation |  Larsen Variation,200.33333333333334,66.66666666666667,33.333333333333336,3,1628.0,1366.3333333333333
B04,Alekhine Defense: Modern Variation |  Larsen-Haakert Variation,152.0,0.0,100.0,1,1434.0,1586.0
B05,Alekhine Defense: Modern Variation |  Main Line,173.2,60.0,40.0,5,1674.2,1483.0
B06,Modern Defense,131.88732394366198,52.11267605633803,47.88732394366197,71,1494.943661971831,1522.4366197183099
B06,Modern Defense: Bishop Attack,79.8,40.0,60.0,5,1773.2,1725.0
B06,Modern Defense: Geller's System,37.0,25.0,75.0,4,1913.25,1922.75
B06,Modern Defense: Mongredien Defense #2,97.0,20.0,80.0,5,1632.2,1616.8
B06,Modern Defense: Norwegian Defense,71.66666666666667,66.66666666666667,33.333333333333336,3,1646.3333333333333,1672.6666666666667
B06,Modern Defense: Pseudo-Austrian Attack,5.0,100.0,0.0,1,2031.0,2026.0
B06,Modern Defense: Standard Defense,-9.6,20.0,80.0,5,1797.2,1820.4
B06,Modern Defense: Standard Line,24.5,0.0,100.0,2,1546.0,1570.5
B06,Modern Defense: Three Pawns Attack,-79.5,75.0,25.0,4,1702.0,1843.0
B06,Modern Defense: Two Knights Variation,66.2,20.0,80.0,5,1662.0,1821.4
B06,Modern Defense: Two Knights Variation |  Suttles Variation,-9.333333333333334,0.0,100.0,3,1818.0,1808.6666666666667
B06,Pterodactyl Defense: Western |  Rhamphorhynchus,73.0,100.0,0.0,1,1962.0,1889.0
B06,Robatsch (Modern) Defense,80.75,56.25,43.75,32,1629.84375,1662.90625
B07,Czech Defense,-226.66666666666666,66.66666666666667,33.333333333333336,3,1846.0,1668.6666666666667
B07,King's Pawn Game: Maroczy Defense,78.88,48.0,52.0,25,1396.96,1436.48
B07,King's Pawn Game: Philidor Gambit,-173.0,0.0,100.0,1,1518.0,1345.0
B07,Lion Defense: Anti-Philidor |  Lion's Cave,181.5,50.0,50.0,2,1809.0,1496.5
B07,Lion Defense: Lion's Jaw,274.0,0.0,100.0,2,1270.0,1544.0
B07,Pirc Defense,75.42857142857143,35.714285714285715,64.28571428571429,14,1640.7857142857142,1659.357142857143
B07,Pirc Defense #2,179.52941176470588,58.8235294117647,41.1764705882353,17,1594.1176470588234,1557.0588235294117
B07,Pirc Defense #3,68.73333333333333,60.0,40.0,15,1792.2,1873.4666666666667
B07,Pirc Defense #4,84.19753086419753,65.4320987654321,34.5679012345679,81,1529.111111111111,1484.2716049382716
B07,Pirc Defense #5,113.625,78.125,21.875,32,1653.90625,1559.71875
B07,Pirc Defense: Byrne Variation,2.8333333333333335,33.333333333333336,66.66666666666667,6,1594.0,1598.8333333333333
B07,Pirc Defense: Classical Variation #2,212.0,100.0,0.0,2,1489.0,1277.0
B07,Pirc Defense: Kholmov System,254.5,0.0,100.0,2,1329.0,1583.5
B07,Rat Defense: Accelerated Gurgenidze,-158.0,100.0,0.0,3,1722.6666666666667,1880.6666666666667
B07,Rat Defense: Antal Defense,68.88888888888889,55.55555555555556,44.44444444444444,9,2015.5555555555557,1935.111111111111
B07,Rat Defense: Balogh Defense,17.846153846153847,61.53846153846154,38.46153846153846,13,1594.076923076923,1531.4615384615386
B07,Rat Defense: Harmonist,236.33333333333334,50.0,50.0,6,1740.3333333333333,1528.3333333333333
B08,Pirc Defense: Classical Variation,146.5,33.333333333333336,66.66666666666667,24,1707.3333333333333,1752.5833333333333
B08,Pirc Defense: Classical Variation |  Quiet System,229.0,100.0,0.0,1,1806.0,1577.0
B08,Pirc Defense: Classical Variation |  Quiet System |  Chigorin Line,84.0,100.0,0.0,1,1777.0,1693.0
B08,Pirc Defense: Classical Variation |  Quiet System |  Czech Defense,54.0,50.0,50.0,2,1853.5,2038.5
B08,Pirc Defense: Classical Variation |  Schlechter Variation,62.166666666666664,66.66666666666667,33.333333333333336,6,1762.6666666666667,1747.5
B09,Pirc Defense: Austrian Attack,-84.5,100.0,0.0,2,1605.5,1690.0
B09,Pirc Defense: Austrian Attack #2,-33.0,0.0,100.0,1,1930.0,1897.0
B09,Pirc Defense: Austrian Attack |  Dragon Formation,141.0,0.0,100.0,1,1838.0,1979.0
B09,Pirc Defense: Austrian Attack |  Kurajica Variation,84.0,0.0,100.0,1,1978.0,2062.0
B09,Pirc Defense: Austrian Attack |  Unzicker Attack,157.33333333333334,100.0,0.0,3,2134.6666666666665,1977.3333333333333
B09,Pirc Defense: Austrian Attack |  Weiss Variation,368.6,60.0,40.0,5,1680.6,1816.8
B10,Caro-Kann Defense,93.00854700854701,51.282051282051285,48.717948717948715,117,1536.982905982906,1557.068376068376
B10,Caro-Kann Defense: Accelerated Panov Attack,-91.5,100.0,0.0,2,1467.5,1559.0
B10,Caro-Kann Defense: Accelerated Panov Attack #2,38.0,0.0,100.0,2,1861.0,1899.0
B10,Caro-Kann Defense: Accelerated Panov Attack |  Modern Variation,-67.0,100.0,0.0,1,1890.0,1957.0
B10,Caro-Kann Defense: Accelerated Panov Attack |  Open Variation,4.0,100.0,0.0,2,1777.0,1773.0
B10,Caro-Kann Defense: Breyer Variation,103.66666666666667,22.22222222222222,77.77777777777777,9,1412.5555555555557,1595.3333333333333
B10,Caro-Kann Defense: Euwe Attack,61.0,0.0,100.0,2,1608.0,1669.0
B10,Caro-Kann Defense: Masi Variation,-214.0,50.0,50.0,2,1568.0,1389.0
B10,Caro-Kann Defense: Massachusetts Defense,110.0,100.0,0.0,1,1718.0,1608.0
B10,Caro-Kann Defense: Two Knights Attack,49.411764705882355,76.47058823529412,23.529411764705884,17,1543.4705882352941,1504.6470588235295
B11,Caro-Kann Defense,101.06666666666666,53.333333333333336,46.666666666666664,15,1588.0666666666666,1569.5333333333333
B11,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation,35.0,33.333333333333336,66.66666666666667,3,1752.6666666666667,1733.0
B11,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation |  Exchange Line,448.5,100.0,0.0,2,2029.0,1580.5
B11,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation |  Retreat Line,269.4,60.0,40.0,5,2005.2,2164.2
B12,Caro-Kann Defense,0.782608695652174,78.26086956521739,21.73913043478261,23,1583.608695652174,1586.5652173913043
B12,Caro-Kann Defense #2,503.0,0.0,100.0,1,1426.0,1929.0
B12,Caro-Kann Defense: Advance Variation,9.058823529411764,44.11764705882353,55.88235294117647,34,1640.3235294117646,1682.6764705882354
B12,Caro-Kann Defense: Advance Variation |  Bayonet Attack,17.444444444444443,44.44444444444444,55.55555555555556,9,1622.5555555555557,1610.4444444444443
B12,Caro-Kann Defense: Advance Variation |  Botvinnik-Carls Defense,159.0,37.5,62.5,8,1770.5,1706.0
B12,Caro-Kann Defense: Advance Variation |  Bronstein Variation,686.0,50.0,50.0,2,1798.0,1921.0
B12,Caro-Kann Defense: Advance Variation |  Short Variation,67.14285714285714,47.61904761904762,52.38095238095238,21,1680.857142857143,1681.047619047619
B12,Caro-Kann Defense: Advance Variation |  Tal Variation,179.33333333333334,33.333333333333336,66.66666666666667,6,2035.6666666666667,2091.0
B12,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack,-10.2,20.0,80.0,5,1664.2,1648.8
B12,Caro-Kann Defense: Maroczy Variation,193.57142857142858,28.571428571428573,71.42857142857143,7,1548.0,1616.4285714285713
B12,Caro-Kann Defense: Maroczy Variation |  Maroczy Gambit,-321.0,100.0,0.0,1,1613.0,1934.0
B12,Caro-Kann Defense: Modern Variation,331.0,50.0,50.0,2,1913.0,1525.0
B12,Caro-Kann Defense: Ulysses Gambit,-2.5,0.0,100.0,2,1603.0,1600.5
B12,Slav Defense: Diemer Gambit,41.0,100.0,0.0,1,1969.0,1928.0
B13,Caro-Kann Defense: Exchange Variation,99.88888888888889,48.888888888888886,51.111111111111114,45,1754.2444444444445,1759.2
B13,Caro-Kann Defense: Panov Attack #2,136.25,62.5,37.5,8,1842.875,1667.375
B13,Caro-Kann Defense: Panov Attack |  Gunderam Attack,50.0,0.0,100.0,1,2120.0,2170.0
B13,Caro-Kann Defense: Panov Attack |  Modern Defense,190.5,0.0,100.0,2,1606.5,1797.0
B13,Caro-Kann Defense: Panov Attack |  Modern Defense |  Mieses Line,35.5,100.0,0.0,2,1914.0,1878.5
B14,Caro-Kann Defense: Panov Attack,-87.0,0.0,100.0,2,2060.5,1973.5
B15,Caro-Kann Defense,129.5,64.28571428571429,35.714285714285715,14,1533.857142857143,1424.0714285714287
B15,Caro-Kann Defense: Alekhine Gambit,54.666666666666664,100.0,0.0,3,1426.6666666666667,1372.0
B15,Caro-Kann Defense: Gurgenidze System,248.0,100.0,0.0,1,1426.0,1178.0
B15,Caro-Kann Defense: Main Line,275.5,100.0,0.0,2,1593.5,1318.0
B15,Caro-Kann Defense: Rasa-Studier Gambit,319.0,0.0,100.0,1,1673.0,1992.0
B15,Caro-Kann Defense: Tartakower Variation,140.0,100.0,0.0,4,2031.0,1891.0
B15,Caro-Kann Defense: von Hennig Gambit,330.0,100.0,0.0,1,1911.0,1581.0
B17,Caro-Kann Defense: Karpov Variation,322.6666666666667,100.0,0.0,3,1695.0,1372.3333333333333
B17,Caro-Kann Defense: Karpov Variation |  Tiviakov-Fischer Attack,259.0,100.0,0.0,1,2275.0,2016.0
B18,Caro-Kann Defense: Classical Variation,33.31818181818182,45.45454545454545,54.54545454545455,22,1678.6818181818182,1725.4545454545455
B18,Caro-Kann Defense: Classical Variation |  Flohr Variation,503.0,100.0,0.0,1,2171.0,1668.0
B18,Caro-Kann Defense: Classical Variation |  Main Line,149.0,0.0,100.0,1,1967.0,2116.0
B19,Caro-Kann Defense: Classical Variation |  Lobron System,118.0,100.0,0.0,1,2168.0,2050.0
B19,Caro-Kann Defense: Classical |  7...Nd7,23.666666666666668,33.333333333333336,66.66666666666667,3,1991.0,1938.0
B19,Caro-Kann Defense: Classical |  Spassky Variation,22.6,40.0,60.0,5,2175.6,2087.8
B20,King's Pawn Opening: Speers,108.0,0.0,100.0,1,1032.0,1140.0
B20,Sicilian Defense,110.84210526315789,35.08771929824562,64.91228070175438,114,1411.4649122807018,1503.2894736842106
B20,Sicilian Defense: Amazon Attack,-49.0,100.0,0.0,1,1302.0,1351.0
B20,Sicilian Defense: Bowdler Attack,72.5635593220339,41.101694915254235,58.898305084745765,236,1566.427966101695,1621.7203389830509
B20,Sicilian Defense: Brick Variation,310.5,25.0,75.0,4,1337.5,1649.0
B20,Sicilian Defense: Keres Variation,-19.0,100.0,0.0,2,2212.0,2231.0
B20,Sicilian Defense: Kronberger Variation,236.0,0.0,100.0,2,1363.0,1599.0
B20,Sicilian Defense: Lasker-Dunne Attack,119.0,28.571428571428573,71.42857142857143,7,1563.4285714285713,1729.2857142857142
B20,Sicilian Defense: Mengarini Variation,132.8,80.0,20.0,5,1819.0,1806.2
B20,Sicilian Defense: Myers Attack,-171.0,0.0,100.0,1,1517.0,1346.0
B20,Sicilian Defense: Snyder Variation,27.666666666666668,22.22222222222222,77.77777777777777,9,1540.0,1593.6666666666667
B20,Sicilian Defense: Staunton-Cochrane Variation,105.4047619047619,45.23809523809524,54.76190476190476,42,1484.2857142857142,1590.0714285714287
B20,Sicilian Defense: Wing Gambit,42.0,60.0,40.0,5,1895.4,1811.4
B20,Sicilian Defense: Wing Gambit |  Carlsbad Variation,86.2,60.0,40.0,5,2125.0,2095.2
B20,Sicilian Defense: Wing Gambit |  Marshall Variation,183.625,25.0,75.0,8,2125.375,2107.75
B21,Sicilian Defense: McDonnell Attack,51.310344827586206,50.0,50.0,58,1728.7068965517242,1738.4310344827586
B21,Sicilian Defense: McDonnell Attack |  Tal Gambit,106.0,0.0,100.0,2,1855.5,1961.5
B21,Sicilian Defense: Morphy Gambit,-9.0,0.0,100.0,2,1918.5,1909.5
B21,Sicilian Defense: Morphy Gambit |  Andreaschek Gambit,-253.66666666666666,100.0,0.0,3,1896.3333333333333,2150.0
B21,Sicilian Defense: Smith-Morra Gambit,30.74074074074074,62.96296296296296,37.03703703703704,27,1746.2222222222222,1715.1851851851852
B21,Sicilian Defense: Smith-Morra Gambit #2,100.45977011494253,51.724137931034484,48.275862068965516,87,1493.5747126436781,1538.9310344827586
B21,Sicilian Defense: Smith-Morra Gambit Accepted |  Fianchetto Defense,-117.0,100.0,0.0,1,1966.0,2083.0
B21,Sicilian Defense: Smith-Morra Gambit Accepted |  Kan Formation,331.0,100.0,0.0,2,2287.0,1956.0
B21,Sicilian Defense: Smith-Morra Gambit Accepted |  Morphy Defense,86.0,100.0,0.0,1,1831.0,1745.0
B21,Sicilian Defense: Smith-Morra Gambit Accepted |  Paulsen Formation,-11.0,50.0,50.0,2,1785.0,1807.0
B21,Sicilian Defense: Smith-Morra Gambit Accepted |  Pin Defense,49.333333333333336,33.333333333333336,66.66666666666667,3,2027.6666666666667,2051.0
B21,Sicilian Defense: Smith-Morra Gambit Accepted |  Scheveningen Formation,-35.25,25.0,75.0,4,1762.0,1712.75
B21,Sicilian Defense: Smith-Morra Gambit Declined |  Push Variation,-17.0,100.0,0.0,1,1550.0,1567.0
B21,Sicilian Defense: Smith-Morra Gambit Declined |  Scandinavian Formation,607.0,0.0,100.0,1,1286.0,1893.0
B21,Sicilian Defense: Smith-Morra Gambit Declined |  Wing Formation,-105.0,0.0,100.0,1,1398.0,1293.0
B22,Sicilian Defense: Alapin Variation,62.03448275862069,36.206896551724135,63.793103448275865,58,1669.9310344827586,1717.0689655172414
B22,Sicilian Defense: Alapin Variation |  Barmen Defense,153.0,71.42857142857143,28.571428571428573,7,1875.4285714285713,1805.5714285714287
B22,Sicilian Defense: Alapin Variation |  Barmen Defense |  Central Exchange,-60.0,0.0,100.0,1,2052.0,1992.0
B22,Sicilian Defense: Alapin Variation |  Smith-Morra Declined,118.42857142857143,28.571428571428573,71.42857142857143,7,2036.142857142857,2109.714285714286
B23,Sicilian Defense: Closed,20.529411764705884,35.294117647058826,64.70588235294117,17,1722.235294117647,1748.0588235294117
B23,Sicilian Defense: Closed #2,241.5,100.0,0.0,2,1802.5,1561.0
B23,Sicilian Defense: Closed Variation,38.18,54.0,46.0,50,1488.02,1533.04
B23,Sicilian Defense: Closed Variation |  Chameleon Variation,-42.0,0.0,100.0,1,1331.0,1289.0
B23,Sicilian Defense: Closed Variation |  Korchnoi Defense,82.0,0.0,100.0,1,2239.0,2321.0
B23,Sicilian Defense: Grand Prix Attack,28.77777777777778,66.66666666666667,33.333333333333336,9,1865.888888888889,1724.0
B24,Sicilian Defense: Closed,-179.0,100.0,0.0,1,1846.0,2025.0
B24,Sicilian Defense: Closed #2,244.75,100.0,0.0,4,2221.5,1976.75
B24,Sicilian Defense: Closed Variation |  Fianchetto Variation,70.25,100.0,0.0,4,1780.75,1710.5
B25,Sicilian Defense: Closed Variation,-63.0,100.0,0.0,1,2242.0,2305.0
B25,Sicilian Defense: Closed Variation |  Traditional,51.642857142857146,42.857142857142854,57.142857142857146,42,1538.2619047619048,1651.857142857143
B27,Sicilian Defense,101.46666666666667,66.66666666666667,33.333333333333336,15,1526.8,1481.4666666666667
B27,Sicilian Defense: Buecker Variation,14.0,0.0,100.0,1,1554.0,1568.0
B27,Sicilian Defense: Hyperaccelerated Dragon,98.8125,56.25,43.75,16,1669.8125,1754.125
B27,Sicilian Defense: Hyperaccelerated Pterodactyl,303.75,50.0,50.0,4,1937.5,1689.25
B27,Sicilian Defense: Jalalabad Variation,116.42857142857143,71.42857142857143,28.571428571428573,7,1401.0,1420.5714285714287
B27,Sicilian Defense: Katalimov Variation,-5.25,25.0,75.0,4,1598.25,1563.5
B27,Sicilian Defense: Quinteros Variation,133.0,100.0,0.0,1,1611.0,1478.0
B28,Sicilian Defense: Double-Dutch Gambit,2.0,0.0,100.0,1,1517.0,1519.0
B28,Sicilian Defense: O'Kelly Variation,225.0,0.0,100.0,3,1393.3333333333333,1618.3333333333333
B28,Sicilian Defense: O'Kelly Variation |  Maroczy Bind |  Paulsen Line,264.0,0.0,100.0,1,1977.0,2241.0
B28,Sicilian Defense: O'Kelly Variation |  Normal System,77.0,0.0,100.0,1,1950.0,2027.0
B28,Sicilian Defense: O'Kelly Variation |  Normal System |  Taimanov Line,-64.4,60.0,40.0,5,1718.2,1812.2
B28,Sicilian Defense: O'Kelly Variation |  Reti System,-35.0,0.0,100.0,1,1831.0,1796.0
B28,Sicilian Defense: O'Kelly Variation |  Venice System,0.0,0.0,100.0,1,1752.0,1752.0
B28,Sicilian Defense: O'Kelly Variation |  Venice System |  Ljubojevic Line,110.0,0.0,100.0,1,1283.0,1393.0
B28,Sicilian Defense: O'Kelly Variation |  Yerevan System,1.1666666666666667,50.0,50.0,6,1824.6666666666667,1994.8333333333333
B29,Sicilian Defense: Nimzowitsch Variation,26.5,50.0,50.0,2,1255.5,1299.0
B29,Sicilian Defense: Nimzowitsch Variation |  Advance Variation,74.0,57.142857142857146,42.857142857142854,7,1336.857142857143,1380.2857142857142
B29,Sicilian Defense: Nimzowitsch Variation |  Closed Variation,183.0,85.71428571428571,14.285714285714286,7,1725.7142857142858,1520.4285714285713
B29,Sicilian Defense: Nimzowitsch Variation |  Main Line,199.0,100.0,0.0,1,2333.0,2134.0
B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,79.5,56.52173913043478,43.47826086956522,46,1706.2391304347825,1705.2608695652175
